,Timestamp,HTTP_reply_code,Bytes
133,1994-10-24 21:10:30+00:00,200,127037
134,1994-10-24 21:10:55+00:00,200,1403
135,1994-10-24 21:11:07+00:00,200,3185
136,1994-10-24 21:11:08+00:00,200,2555
137,1994-10-24 21:11:09+00:00,200,36403
138,1994-10-24 21:11:11+00:00,200,441
139,1994-10-24 21:11:16+00:00,200,26694
140,1994-10-24 21:11:19+00:00,200,539
141,1994-10-24 21:11:21+00:00,200,871
142,1994-10-24 21:11:37+00:00,200,1779
143,1994-10-24 21:11:37+00:00,200,5170
144,1994-10-24 21:11:38+00:00,200,5605
145,1994-10-24 21:11:38+00:00,200,2519
146,1994-10-24 21:11:39+00:00,200,3917
147,1994-10-24 21:11:40+00:00,200,8447
148,1994-10-24 21:11:40+00:00,200,6667
149,1994-10-24 21:11:41+00:00,200,3777
150,1994-10-24 21:11:41+00:00,200,7038
151,1994-10-24 21:11:42+00:00,200,6155
152,1994-10-24 21:11:42+00:00,200,4549
153,1994-10-24 21:11:43+00:00,200,10729
154,1994-10-24 21:11:44+00:00,200,6525
155,1994-10-24 21:11:44+00:00,200,6571
156,1994-10-24 21:11:45+00:00,200,2968
157,1994-10-24 21:11:45+00:00,200,5864
158,1994-10-24 21:11:46+00:00,200,4591
159,1994-10-24 21:11:46+00:00,200,2446
160,1994-10-24 21:11:47+00:00,200,2994
161,1994-10-24 21:11:48+00:00,200,3628
162,1994-10-24 21:11:48+00:00,200,14161
163,1994-10-24 21:11:49+00:00,200,5280
164,1994-10-24 21:11:49+00:00,200,9794
165,1994-10-24 21:11:50+00:00,200,5718
166,1994-10-24 21:11:51+00:00,200,3169
167,1994-10-24 21:11:51+00:00,200,11338
168,1994-10-24 21:11:52+00:00,200,6577
169,1994-10-24 21:12:05+00:00,200,858
170,1994-10-24 21:12:07+00:00,200,70013
171,1994-10-24 21:12:18+00:00,200,67531
172,1994-10-24 21:12:36+00:00,200,39436
173,1994-10-24 21:12:46+00:00,200,164440
174,1994-10-24 21:13:01+00:00,200,181971
175,1994-10-24 21:13:02+00:00,200,41903
176,1994-10-24 21:13:15+00:00,200,98432
177,1994-10-24 21:13:19+00:00,200,98432
178,1994-10-24 21:13:27+00:00,200,62553
179,1994-10-24 21:13:28+00:00,200,3185
180,1994-10-24 21:13:35+00:00,200,2555
181,1994-10-24 21:13:40+00:00,200,218336
182,1994-10-24 21:14:02+00:00,200,36403
183,1994-10-24 21:14:15+00:00,200,63861
184,1994-10-24 21:14:25+00:00,200,441
185,1994-10-24 21:14:36+00:00,200,117594
186,1994-10-24 21:14:46+00:00,200,289395
187,1994-10-24 21:14:47+00:00,200,3235
188,1994-10-24 21:15:03+00:00,200,559259
189,1994-10-24 21:15:17+00:00,200,1267
190,1994-10-24 21:15:56+00:00,200,329
191,1994-10-24 21:16:03+00:00,200,673
192,1994-10-24 21:16:10+00:00,200,858
193,1994-10-24 21:16:22+00:00,200,329
194,1994-10-24 21:16:40+00:00,200,3235
195,1994-10-24 21:21:31+00:00,200,3185
196,1994-10-24 21:21:32+00:00,200,2555
197,1994-10-24 21:21:33+00:00,200,36403
198,1994-10-24 21:21:35+00:00,200,441
199,1994-10-24 21:24:38+00:00,200,3185
200,1994-10-24 21:24:39+00:00,200,2555
201,1994-10-24 21:24:40+00:00,200,36403
202,1994-10-24 21:24:41+00:00,200,441
203,1994-10-24 21:24:49+00:00,200,3100
204,1994-10-24 21:24:50+00:00,200,2032
205,1994-10-24 21:24:58+00:00,200,822
206,1994-10-24 21:25:01+00:00,200,2065
207,1994-10-24 21:25:13+00:00,200,3100
208,1994-10-24 21:25:13+00:00,200,2032
209,1994-10-24 21:25:13+00:00,200,1161
210,1994-10-24 21:25:14+00:00,200,2904
211,1994-10-24 21:25:20+00:00,200,822
212,1994-10-24 21:25:57+00:00,200,1161
213,1994-10-24 21:25:57+00:00,200,2904
214,1994-10-24 21:26:03+00:00,200,655
215,1994-10-24 21:26:03+00:00,200,19934
216,1994-10-24 21:26:22+00:00,200,655
217,1994-10-24 21:26:31+00:00,200,655
218,1994-10-24 21:26:31+00:00,200,19934
219,1994-10-24 21:27:12+00:00,200,3185
220,1994-10-24 21:27:17+00:00,200,3100
221,1994-10-24 21:27:23+00:00,200,780
222,1994-10-24 21:27:25+00:00,200,3070
223,1994-10-24 21:28:06+00:00,200,3185
224,1994-10-24 21:28:06+00:00,200,2555
225,1994-10-24 21:28:09+00:00,200,36403
226,1994-10-24 21:28:11+00:00,200,441
227,1994-10-24 21:28:23+00:00,200,5149
228,1994-10-24 21:28:52+00:00,200,3185
229,1994-10-24 21:28:53+00:00,200,2555
230,1994-10-24 21:28:54+00:00,200,36403
231,1994-10-24 21:28:55+00:00,200,441
232,1994-10-24 21:29:06+00:00,200,2065
233,1994-10-24 21:29:12+00:00,200,676
234,1994-10-24 21:29:12+00:00,200,246
235,1994-10-24 21:29:13+00:00,200,506
236,1994-10-24 21:29:17+00:00,200,1389
237,1994-10-24 21:29:17+00:00,200,1736
238,1994-10-24 21:29:31+00:00,200,3070
239,1994-10-24 21:29:35+00:00,200,4130
240,1994-10-24 21:30:32+00:00,200,3185
241,1994-10-24 21:32:53+00:00,200,3185
242,1994-10-24 21:32:53+00:00,200,2555
243,1994-10-24 21:32:55+00:00,200,36403
244,1994-10-24 21:32:56+00:00,200,441
245,1994-10-24 21:34:28+00:00,200,3185
246,1994-10-24 21:34:40+00:00,200,3100
247,1994-10-24 21:34:49+00:00,200,822
248,1994-10-24 21:35:57+00:00,200,3185
249,1994-10-24 21:35:57+00:00,200,2555
250,1994-10-24 21:35:59+00:00,200,36403
251,1994-10-24 21:36:01+00:00,200,441
252,1994-10-24 21:36:10+00:00,200,2065
253,1994-10-24 21:36:12+00:00,200,1213
254,1994-10-24 21:36:13+00:00,200,33974
255,1994-10-24 21:36:16+00:00,200,191
256,1994-10-24 21:36:23+00:00,200,5829
257,1994-10-24 21:36:51+00:00,200,3185
258,1994-10-24 21:37:04+00:00,200,3185
259,1994-10-24 21:37:04+00:00,200,2555
260,1994-10-24 21:37:05+00:00,200,36403
261,1994-10-24 21:37:07+00:00,200,441
262,1994-10-24 21:38:33+00:00,200,3185
263,1994-10-24 21:41:45+00:00,200,3185
264,1994-10-24 21:41:45+00:00,200,2555
265,1994-10-24 21:41:46+00:00,200,36403
266,1994-10-24 21:41:47+00:00,200,441
267,1994-10-24 21:43:45+00:00,200,649
268,1994-10-24 21:44:23+00:00,200,2231
269,1994-10-24 21:44:29+00:00,200,532
270,1994-10-24 21:44:49+00:00,200,3185
271,1994-10-24 21:44:50+00:00,200,2555
272,1994-10-24 21:44:52+00:00,200,36403
273,1994-10-24 21:44:57+00:00,200,441
274,1994-10-24 21:47:39+00:00,200,3185
275,1994-10-24 21:47:40+00:00,200,2555
276,1994-10-24 21:47:41+00:00,200,36403
277,1994-10-24 21:47:43+00:00,200,441
278,1994-10-24 21:54:16+00:00,200,3185
279,1994-10-24 21:54:16+00:00,200,2555
280,1994-10-24 21:54:17+00:00,200,36403
281,1994-10-24 21:54:18+00:00,200,441
282,1994-10-24 21:56:31+00:00,200,3185
283,1994-10-24 21:56:42+00:00,200,3185
284,1994-10-24 21:56:42+00:00,200,2555
285,1994-10-24 21:56:43+00:00,200,36403
286,1994-10-24 21:56:44+00:00,200,441
287,1994-10-24 22:10:12+00:00,200,1530
288,1994-10-24 22:10:18+00:00,200,32768
289,1994-10-24 22:10:18+00:00,200,3913
290,1994-10-24 22:10:34+00:00,200,3185
291,1994-10-24 22:10:35+00:00,200,2555
292,1994-10-24 22:10:35+00:00,200,4326
293,1994-10-24 22:10:37+00:00,200,36403
294,1994-10-24 22:10:39+00:00,200,441
295,1994-10-24 22:10:48+00:00,200,2065
296,1994-10-24 22:10:58+00:00,200,858
297,1994-10-24 22:10:58+00:00,200,41903
298,1994-10-24 22:11:10+00:00,200,329
299,1994-10-24 22:11:15+00:00,200,673
300,1994-10-24 22:11:24+00:00,200,674
301,1994-10-24 22:11:40+00:00,200,4272
302,1994-10-24 22:11:40+00:00,200,4878
303,1994-10-24 22:11:42+00:00,200,8046
304,1994-10-24 22:11:45+00:00,200,12053
305,1994-10-24 22:12:40+00:00,200,2203
306,1994-10-24 22:12:41+00:00,200,3182
307,1994-10-24 22:12:42+00:00,200,3585
308,1994-10-24 22:13:40+00:00,200,5489
309,1994-10-24 22:14:22+00:00,200,191403
310,1994-10-24 22:14:45+00:00,200,1726
311,1994-10-24 22:15:25+00:00,200,1267
312,1994-10-24 22:15:38+00:00,200,3235
313,1994-10-24 22:17:31+00:00,200,329
314,1994-10-24 22:17:33+00:00,200,673
315,1994-10-24 22:17:43+00:00,200,1403
316,1994-10-24 22:17:44+00:00,200,26694
317,1994-10-24 22:17:46+00:00,200,871
318,1994-10-24 22:18:03+00:00,200,329
319,1994-10-24 22:18:10+00:00,200,1195
320,1994-10-24 22:18:10+00:00,200,5881
321,1994-10-24 22:18:12+00:00,200,379
322,1994-10-24 22:18:21+00:00,200,6409
323,1994-10-24 22:18:22+00:00,200,5357
324,1994-10-24 22:18:23+00:00,200,1765
325,1994-10-24 22:18:24+00:00,200,1113
326,1994-10-24 22:18:25+00:00,200,1319
327,1994-10-24 22:31:59+00:00,200,1044
328,1994-10-24 22:32:00+00:00,200,38797
329,1994-10-24 22:32:02+00:00,200,1055
330,1994-10-24 22:32:17+00:00,200,1490
331,1994-10-24 22:32:18+00:00,200,32969
332,1994-10-24 22:32:24+00:00,200,3185
333,1994-10-24 22:32:24+00:00,200,2555
334,1994-10-24 22:32:25+00:00,200,36403
335,1994-10-24 22:32:27+00:00,200,441
336,1994-10-24 22:32:41+00:00,200,594
337,1994-10-24 22:32:49+00:00,200,411
338,1994-10-24 22:33:52+00:00,200,3185
339,1994-10-24 22:33:53+00:00,200,2555
340,1994-10-24 22:33:55+00:00,200,36403
341,1994-10-24 22:33:56+00:00,200,441
342,1994-10-24 22:39:09+00:00,200,3185
343,1994-10-24 22:39:09+00:00,200,2555
344,1994-10-24 22:39:10+00:00,200,36403
345,1994-10-24 22:39:11+00:00,200,441
346,1994-10-24 22:39:26+00:00,200,2065
347,1994-10-24 22:39:27+00:00,200,3185
348,1994-10-24 22:39:27+00:00,200,2555
349,1994-10-24 22:39:29+00:00,200,36403
350,1994-10-24 22:39:30+00:00,200,441
351,1994-10-24 22:39:51+00:00,200,3185
352,1994-10-24 22:39:52+00:00,200,2555
353,1994-10-24 22:39:53+00:00,200,36403
354,1994-10-24 22:39:55+00:00,200,441
355,1994-10-24 22:44:43+00:00,200,3185
356,1994-10-24 22:44:44+00:00,200,2555
357,1994-10-24 22:44:44+00:00,200,441
358,1994-10-24 22:44:45+00:00,200,3185
359,1994-10-24 22:44:45+00:00,200,2555
360,1994-10-24 22:44:47+00:00,200,36403
361,1994-10-24 22:44:49+00:00,200,441
362,1994-10-24 22:44:57+00:00,200,36403
363,1994-10-24 22:47:25+00:00,200,3185
364,1994-10-24 22:47:25+00:00,200,441
365,1994-10-24 22:47:25+00:00,200,2555
366,1994-10-24 22:47:26+00:00,200,36403
367,1994-10-24 22:47:26+00:00,200,2231
368,1994-10-24 22:47:34+00:00,200,2534
369,1994-10-24 22:49:42+00:00,200,3185
370,1994-10-24 22:49:42+00:00,200,2555
371,1994-10-24 22:49:44+00:00,200,36403
372,1994-10-24 22:49:45+00:00,200,441
373,1994-10-24 22:50:51+00:00,200,1726
374,1994-10-24 22:50:54+00:00,200,2231
375,1994-10-24 22:51:03+00:00,200,539
376,1994-10-24 22:51:18+00:00,200,3185
377,1994-10-24 22:51:18+00:00,200,2555
378,1994-10-24 22:51:19+00:00,200,36403
379,1994-10-24 22:51:20+00:00,200,441
380,1994-10-24 22:51:25+00:00,200,3405
381,1994-10-24 22:51:26+00:00,200,8947
382,1994-10-24 22:51:27+00:00,200,18528
383,1994-10-24 22:57:25+00:00,200,3185
384,1994-10-24 22:57:26+00:00,200,2555
385,1994-10-24 22:57:27+00:00,200,36403
386,1994-10-24 22:57:31+00:00,200,441
387,1994-10-24 22:57:38+00:00,200,2065
388,1994-10-24 22:57:41+00:00,200,458
389,1994-10-24 22:57:42+00:00,200,38195
390,1994-10-24 22:58:00+00:00,200,3185
391,1994-10-24 23:03:30+00:00,200,3185
392,1994-10-24 23:03:30+00:00,200,2555
393,1994-10-24 23:03:32+00:00,200,36403
394,1994-10-24 23:03:33+00:00,200,441
395,1994-10-24 23:07:08+00:00,200,3185
396,1994-10-24 23:07:09+00:00,200,2555
397,1994-10-24 23:07:11+00:00,200,36403
398,1994-10-24 23:07:12+00:00,200,441
399,1994-10-24 23:07:18+00:00,200,690
400,1994-10-24 23:07:21+00:00,200,2323
401,1994-10-24 23:07:21+00:00,200,9585
402,1994-10-24 23:10:16+00:00,200,3185
403,1994-10-24 23:10:17+00:00,200,2555
404,1994-10-24 23:10:17+00:00,200,441
405,1994-10-24 23:10:21+00:00,200,36403
406,1994-10-24 23:10:27+00:00,200,2065
407,1994-10-24 23:10:30+00:00,200,458
408,1994-10-24 23:10:32+00:00,200,38195
409,1994-10-24 23:13:11+00:00,200,1726
410,1994-10-24 23:13:15+00:00,200,379
411,1994-10-24 23:13:28+00:00,200,3185
412,1994-10-24 23:13:29+00:00,200,2555
413,1994-10-24 23:13:30+00:00,200,36403
414,1994-10-24 23:13:32+00:00,200,441
415,1994-10-24 23:18:15+00:00,200,3185
416,1994-10-24 23:18:19+00:00,200,2555
417,1994-10-24 23:18:55+00:00,200,36403
418,1994-10-24 23:19:02+00:00,200,441
419,1994-10-24 23:25:25+00:00,200,3185
420,1994-10-24 23:25:25+00:00,200,2555
421,1994-10-24 23:25:27+00:00,200,36403
422,1994-10-24 23:25:28+00:00,200,441
423,1994-10-24 23:34:41+00:00,200,3185
424,1994-10-24 23:34:42+00:00,200,2555
425,1994-10-24 23:34:44+00:00,200,36403
426,1994-10-24 23:34:45+00:00,200,441
427,1994-10-24 23:36:17+00:00,200,3185
428,1994-10-24 23:36:18+00:00,200,2555
429,1994-10-24 23:36:25+00:00,200,2065
430,1994-10-24 23:36:29+00:00,200,1213
431,1994-10-24 23:36:29+00:00,200,191
432,1994-10-24 23:36:30+00:00,200,33974
433,1994-10-24 23:36:35+00:00,200,5829
434,1994-10-24 23:39:49+00:00,304,0
435,1994-10-24 23:39:54+00:00,200,2534
436,1994-10-24 23:40:03+00:00,304,0
437,1994-10-24 23:45:55+00:00,200,2231
438,1994-10-24 23:46:05+00:00,200,2534
439,1994-10-24 23:55:24+00:00,200,3185
440,1994-10-24 23:55:25+00:00,200,2555
441,1994-10-24 23:55:26+00:00,200,36403
442,1994-10-24 23:55:28+00:00,200,441
443,1994-10-24 23:56:36+00:00,200,625
444,1994-10-24 23:56:40+00:00,200,2032
445,1994-10-24 23:56:53+00:00,200,3185
446,1994-10-24 23:56:59+00:00,200,2555
447,1994-10-24 23:57:07+00:00,200,3100
448,1994-10-24 23:57:18+00:00,200,822
449,1994-10-24 23:57:41+00:00,200,1161
450,1994-10-24 23:57:46+00:00,200,2904
451,1994-10-24 23:58:03+00:00,200,709
452,1994-10-24 23:58:06+00:00,200,6627
453,1994-10-24 23:58:13+00:00,200,2323
454,1994-10-24 23:58:18+00:00,200,9585
455,1994-10-24 23:58:54+00:00,200,3185
456,1994-10-24 23:58:54+00:00,200,2555
457,1994-10-24 23:58:55+00:00,200,36403
458,1994-10-24 23:58:56+00:00,200,441
459,1994-10-24 23:59:06+00:00,200,2231
460,1994-10-24 23:59:13+00:00,200,2534
